id,id_local,id_client,name_client,product_id,product_name,quantity,price,total_price,sale_by_publisher,sale_online,date,is_suscribed
0,82,312-20-8946,Timothy Ramsey,5425007388084,175,3,56.40602183269137,169.2180654980741,1,False,2021-06-11,1
1,18,451-24-6900,Alicia Johnson,20665654,134,3,9.05252304224782,27.15756912674346,0,0,2021-05-17,0
2,23,474-53-6928,Alexandra Greene,3182550720854,113,7,17.865268860496293,125.05688202347406,1,0,2021-06-02,0
3,62,632-74-8783,Anthony Johnson,8714265975264,99,4,36.48804838821378,145.9521935528551,1,False,2021-06-15,1
4,75,655-02-0273,Eugene Nelson,30111493255,181,7,17.64624851386766,123.52373959707363,0,0,2021-05-13,0
5,29,858-13-4907,James Kane,8001154125603,162,3,24.076316875706784,72.22895062712035,1,False,2021-06-09,1
6,81,010-64-8365,Noah Bell,73657010920,173,4,32.067224118292245,128.26889647316898,1,True,2021-06-07,1
7,90,701-62-2676,Randy Lee,55800249500,131,6,5.122407143280199,30.734442859681195,1,0,2021-05-12,0
8,58,657-89-3700,Tricia Robertson,4305615476261,13,9,6.490157160661569,58.41141444595412,1,0,2021-06-19,0
9,74,836-54-1758,Mary Bauer,1810295,116,5,21.307778745339842,106.53889372669921,1,0,2021-06-10,0
10,27,286-19-6587,Kristen Lopez,4305615476261,86,1,39.3144220755154,39.3144220755154,0,True,2021-06-03,1
11,44,467-65-6501,Sabrina Clark,87932003309,0,1,28.773899656465005,28.773899656465005,0,True,2021-05-12,1
12,54,192-22-6029,Russell Brown,7613033663246,174,10,22.065736769040758,220.65736769040757,1,False,2021-06-12,1
13,28,807-90-0720,Robin Rivera MD,1810295,116,6,21.307778745339842,127.84667247203905,0,True,2021-05-31,1
14,10,268-56-8375,Jose Reyes,87932600010,81,9,38.57441493240418,347.16973439163763,1,0,2021-06-25,0
15,41,107-10-9573,William Lynch,7613033663246,65,9,6.484869771192578,58.3638279407332,0,0,2021-05-30,0
16,24,102-20-5928,Jeffrey Miles,8714265071362,94,4,3.9443375465003077,15.77735018600123,1,False,2021-05-09,1
17,25,045-69-5203,Nancy Smith,4305615476261,64,5,53.71526945507846,268.5763472753923,1,0,2021-06-27,0
18,32,222-44-3753,Stephen Gross,87932003477,123,4,24.113170189923082,96.45268075969233,0,True,2021-05-19,1
19,70,877-30-9422,Lynn Burton,8000066444505,18,8,6.249913842293752,49.99931073835002,1,0,2021-06-14,0
20,92,018-04-0261,Joshua Coleman,46798771272,112,7,39.81892921413993,278.7325044989795,1,0,2021-06-07,0
21,58,828-53-3146,Andrea Pope,46798771272,112,2,39.81892921413993,79.63785842827986,0,0,2021-06-07,0
22,30,421-84-1018,Jennifer Brown,87932003590,25,7,76.07831223126739,532.5481856188717,0,0,2021-05-12,0
23,56,084-56-5866,Donald Thomas,87932003309,156,7,58.62445981838512,410.37121872869585,1,0,2021-06-14,0
24,5,846-41-2818,Tammy Brown MD,41244241088,46,8,20.316292961101198,162.53034368880958,0,False,2021-06-03,1
25,35,787-66-9646,Dawn Richards,73657010920,90,7,19.19578935963062,134.37052551741434,0,0,2021-05-15,0
26,71,575-02-9060,Karl Webb,5060166591175,73,5,3.134238959105484,15.67119479552742,1,True,2021-06-09,1
27,59,262-84-9198,Peter Franklin,41244241088,137,5,90.83465714288383,454.17328571441914,0,False,2021-06-29,1
28,78,793-27-7170,Amber Olson,46798771272,182,3,51.619531019581416,154.85859305874425,1,False,2021-06-07,1
29,36,824-59-3604,Morgan Hernandez,7613036484770,188,9,20.668971303201157,186.0207417288104,1,False,2021-05-25,1
30,15,486-51-4166,Cody Torres,8410100070322,98,2,45.4926820213862,90.9853640427724,1,0,2021-05-21,0
31,29,744-44-6206,Pamela Clark,8714265975264,172,4,15.555806771311246,62.223227085244986,0,False,2021-05-30,1
32,39,817-17-3000,Lindsay Rocha,8714265975264,172,4,15.555806771311246,62.223227085244986,1,0,2021-06-30,0
33,80,680-76-2270,Christopher Snyder,4305615476261,122,10,75.67572182528164,756.7572182528164,0,0,2021-05-15,0
34,17,840-79-5880,Kimberly Ford,9003579310496,3,6,64.40222616104178,386.4133569662507,1,True,2021-05-28,1
35,3,155-82-1633,Veronica Warner,87932003477,33,3,7.244229300845583,21.73268790253675,0,0,2021-06-19,0
36,65,582-64-3557,Alexander Carrillo Jr.,87932003590,19,4,57.600678907649026,230.4027156305961,1,True,2021-05-14,1
37,89,363-19-8219,Robert Baker,20665654,54,3,13.236855575942869,39.710566727828606,0,0,2021-06-03,0
38,97,753-79-8429,Tracy Powers,8410100070322,98,10,45.4926820213862,454.926820213862,0,True,2021-05-27,1
39,13,678-78-9283,Joseph Snyder,7613035525641,157,9,23.6897665326979,213.20789879428108,1,False,2021-06-20,1
40,39,164-13-3739,Dillon Johnson,9003579310496,3,9,64.40222616104178,579.620035449376,0,0,2021-05-20,0
41,84,881-06-6987,Michelle Fields,4305615476261,126,9,6.453366876171701,58.08030188554531,1,0,2021-05-03,0
42,90,132-16-1019,David Smith,87932000278,20,3,10.007150832196995,30.021452496590985,1,0,2021-05-28,0
43,90,097-36-3825,Lindsay Scott,8410100070322,48,5,7.554547578148308,37.77273789074154,1,0,2021-06-22,0
44,7,604-77-6690,Douglas Adams,8410100070322,53,6,4.746258894821538,28.47755336892923,0,0,2021-06-02,0
45,43,110-78-2110,Mrs. Allison Nash MD,46798771272,112,5,39.81892921413993,199.09464607069964,1,0,2021-05-23,0
46,85,682-86-1693,Traci Acosta,5060166591175,41,1,20.587141787526317,20.587141787526317,1,0,2021-06-04,0
47,73,254-69-2526,Jennifer Brown,29046201,138,3,69.10122143445398,207.30366430336193,1,True,2021-05-24,1
48,80,239-05-2161,Seth Stanley,8714265973116,15,4,38.7827262355788,155.1309049423152,0,0,2021-06-22,0
49,1,304-17-5961,Daniel Campbell,5407007142101,57,2,67.50735392930697,135.01470785861395,0,0,2021-06-10,0
50,44,761-76-9426,Wanda Barber,87932003484,169,3,2.4274055750086077,7.2822167250258225,0,True,2021-05-08,1
51,18,788-74-0668,Bryan Carpenter,1810295,91,3,10.13996211939373,30.419886358181188,1,0,2021-05-09,0
52,93,320-39-9155,Frank Morgan,7613033663246,191,7,34.929560341917366,244.50692239342158,0,True,2021-06-04,1
53,33,116-74-0260,Leslie Mason,87932003576,136,1,34.64523675865963,34.64523675865963,0,0,2021-05-18,0
54,52,368-91-8315,Joshua Reid,8714265975264,99,1,36.48804838821378,36.48804838821378,0,0,2021-06-20,0
55,79,370-01-3186,Melissa Wallace,87932003484,169,3,2.4274055750086077,7.2822167250258225,0,False,2021-05-19,1
56,22,210-50-4944,Jennifer Clark,87932003477,63,3,58.573022809894965,175.7190684296849,0,True,2021-05-15,1
57,54,793-69-7845,Oscar Long,73657009290,153,10,11.402703417987516,114.02703417987516,1,False,2021-06-11,1
58,78,249-04-9436,Kelly Haynes,73657009290,154,5,15.349200432062938,76.74600216031469,1,False,2021-05-24,1
59,93,239-87-7041,Jose Hicks,5425007388084,96,1,13.647767661076537,13.647767661076537,1,True,2021-05-26,1
60,37,801-21-1570,Devin Wade,8714265071362,171,8,9.337780250731207,74.70224200584966,0,0,2021-05-27,0
61,64,167-91-4453,Samuel Hayes,1810295,91,7,10.13996211939373,70.9797348357561,1,0,2021-05-08,0
62,34,810-50-5861,Timothy Robinson,4305615476261,126,1,6.453366876171701,6.453366876171701,1,True,2021-05-12,1
63,36,418-38-4968,Brent Wright,87932003477,140,1,35.27968673503639,35.27968673503639,1,False,2021-05-25,1
64,4,523-67-2875,Joyce Parker,1810295,116,2,21.307778745339842,42.615557490679684,1,0,2021-06-22,0
65,44,179-73-0116,Cesar Young,4305615476261,126,1,6.453366876171701,6.453366876171701,1,True,2021-05-02,1
66,4,609-36-1559,Robert Martinez,7613033663246,65,4,6.484869771192578,25.939479084770312,1,0,2021-05-22,0
67,49,854-32-4999,Joy Atkins,4305615476261,64,2,53.71526945507846,107.43053891015693,1,False,2021-05-22,1
68,31,832-35-3487,Valerie Byrd,87932600010,150,3,29.43190719473337,88.29572158420011,0,True,2021-05-19,1
69,95,383-87-7991,Mary Dalton,8410100070322,2,10,37.20832689418052,372.0832689418052,0,0,2021-06-07,0
70,44,230-99-9104,Toni Parks,3182550720854,92,5,15.478576066563072,77.39288033281537,1,True,2021-05-23,1
71,51,038-39-7282,Melody Stevens,73657009290,153,3,11.402703417987516,34.208110253962545,0,0,2021-06-18,0
72,18,382-49-3312,Bruce Briggs,87932600515,145,8,13.033429710065677,104.26743768052542,0,0,2021-06-12,0
73,43,323-30-9475,Susan Hart,8410100070322,2,5,37.20832689418052,186.0416344709026,0,0,2021-05-31,0
74,8,673-60-2188,Ashley Young,87932003477,140,5,35.27968673503639,176.39843367518196,0,0,2021-05-10,0
75,67,225-86-1508,Leslie Spencer,8714265975264,43,3,12.36163890073219,37.08491670219657,0,0,2021-05-21,0
